county,cntyname,vtd,Voting District Name,2010 Tract,2010 census pop,alloc factor
42061,Huntingdon PA,80,CASSVILLE Voting District*,9508,143,1
42061,Huntingdon PA,90,CLAY TWP Voting District*,9512,926,1
42061,Huntingdon PA,100,COALMONT Voting District*,9513,106,1
42061,Huntingdon PA,110,CROMWELL TWP Voting District*,9512,1510,1
42061,Huntingdon PA,120,DUBLIN TWP Voting District*,9511,1290,1
42061,Huntingdon PA,130,DUDLEY Voting District*,9513,184,1
42061,Huntingdon PA,140,FRANKLIN TWP Voting District*,9502,466,1
42061,Huntingdon PA,150,HENDERSON TWP Voting District*,9505,933,1
42061,Huntingdon PA,160,HOPEWELL TWP DIST HOPEWELL,9513,374,1
42061,Huntingdon PA,170,HOPEWELL TWP DIST PUTTSTOWN,9513,212,1
42061,Huntingdon PA,180,HUNTINGDON WD 01,9504,639,1
42061,Huntingdon PA,190,HUNTINGDON WD 02,9504,896,1
42061,Huntingdon PA,200,HUNTINGDON WD 03,9504,1185,1
42061,Huntingdon PA,210,HUNTINGDON WD 04,9504,1033,1
42061,Huntingdon PA,220,HUNTINGDON WD 05,9504,1842,1
42061,Huntingdon PA,230,HUNTINGDON WD 06,9504,1498,1
42061,Huntingdon PA,240,JACKSON TWP Voting District*,9501,872,1
42061,Huntingdon PA,250,JUNIATA TWP Voting District*,9506,554,1
42061,Huntingdon PA,260,LINCOLN TWP Voting District*,9506,338,1
42061,Huntingdon PA,270,LOGAN TWP Voting District*,9503,678,1
42061,Huntingdon PA,280,MAPLETON Voting District*,9508,441,1
42061,Huntingdon PA,290,MARKLESBURG Voting District*,9506,204,1
42061,Huntingdon PA,300,MILL CREEK Voting District*,9505,328,1
42061,Huntingdon PA,310,MILLER TWP Voting District*,9501,462,1
42061,Huntingdon PA,320,MORRIS TWP Voting District*,9502,410,1
42061,Huntingdon PA,330,MT. UNION WD 01*,9509,751,1
42061,Huntingdon PA,340,MT. UNION WD 02*,9509,822,1
42061,Huntingdon PA,350,MT. UNION WD 03*,9509,874,1
42061,Huntingdon PA,360,ONEIDA TWP Voting District*,9505,1077,1
42061,Huntingdon PA,370,ORBISONIA Voting District*,9512,428,1
42061,Huntingdon PA,380,PENN TWP Voting District*,9506,1077,1
42061,Huntingdon PA,390,PETERSBURG Voting District*,9503,480,1
42061,Huntingdon PA,400,PORTER TWP Voting District*,9503,1968,1
42061,Huntingdon PA,410,ROCKHILL Voting District*,9512,371,1
42061,Huntingdon PA,420,SALTILLO Voting District*,9512,346,1
42061,Huntingdon PA,430,SHADE GAP Voting District*,9511,105,1
42061,Huntingdon PA,440,SHIRLEY TWP DIST MT. UNION,9510,1617,1
42061,Huntingdon PA,450,SHIRLEY TWP DIST SHIRLEY,9510,792,1
42061,Huntingdon PA,460,SHIRLEY TWP DIST VALLEY PT.,9510,115,1
42061,Huntingdon PA,470,SHIRLEYSBURG Voting District*,9510,150,1
42061,Huntingdon PA,480,SMITHFIELD TWP Voting District*,9503,4390,1
42061,Huntingdon PA,490,SPRINGFIELD TWP Voting District*,9512,654,1
42061,Huntingdon PA,500,SPRUCE CREEK TWP Voting District*,9502,240,1
42061,Huntingdon PA,510,TELL TWP Voting District*,9511,662,1
42061,Huntingdon PA,520,THREE SPRINGS Voting District*,9512,444,1
42061,Huntingdon PA,530,TODD TWP Voting District*,9508,952,1
42061,Huntingdon PA,540,UNION TWP Voting District*,9508,1029,1
42061,Huntingdon PA,550,WALKER TWP Voting District*,9506,1947,1
42061,Huntingdon PA,560,WARRIORS MARK TWP Voting District*,9502,1796,1
42061,Huntingdon PA,570,WEST TWP Voting District*,9502,571,1
42061,Huntingdon PA,580,WOOD TWP Voting District*,9513,708,1
42063,Indiana PA,10,ARMAGH Voting District*,9622,122,1
42063,Indiana PA,20,ARMSTRONG TWP VTD 01,9606,817,1
42063,Indiana PA,30,ARMSTRONG TWP VTD 02,9606,2181,1
42063,Indiana PA,40,BANKS TWP VTD 01*,9601,1018,1
42063,Indiana PA,55,BLACKLICK TWP Voting District*,9619,1237,1
42063,Indiana PA,70,BLAIRSVILLE VTD 01*,9621,1069,1
42063,Indiana PA,80,BLAIRSVILLE VTD 02*,9621,1178,1
42063,Indiana PA,90,BLAIRSVILLE VTD 03*,9621,1165,1
42063,Indiana PA,100,BRUSH VALLEY TWP Voting District*,9615,1858,1
42063,Indiana PA,110,BUFFINGTON TWP VTD 01,9614,1059,1
42063,Indiana PA,120,BUFFINGTON TWP VTD 02,9614,269,1
42063,Indiana PA,130,BURRELL TWP VTD 01,9620,2429,1
42063,Indiana PA,140,BURRELL TWP VTD 02,9620,1964,1
42063,Indiana PA,155,CANOE TWP Voting District*,9601,1505,1
42063,Indiana PA,170,CENTER TWP VTD 01,9616,1304,1
42063,Indiana PA,180,CENTER TWP VTD 02,9616,1255,1
42063,Indiana PA,190,CENTER TWP VTD 03,9616,2205,1
42063,Indiana PA,200,CHERRY TREE Voting District*,9603,364,1
42063,Indiana PA,210,CHERRYHILL TWP VTD 01,9613,1759,1
42063,Indiana PA,220,CHERRYHILL TWP VTD 02,9613,1006,1
42063,Indiana PA,230,CLYMER VTD 01*,9613,1357,1
42063,Indiana PA,240,CONEMAUGH TWP VTD 01,9619,514,1
42063,Indiana PA,255,CONEMAUGH TWP VTD 02,9619,1152,1
42063,Indiana PA,260,CONEMAUGH TWP VTD 03,9619,628,1
42063,Indiana PA,280,CREEKSIDE Voting District*,9606,309,1
42063,Indiana PA,290,EAST MAHONING TWP Voting District*,9602,1077,1
42063,Indiana PA,300,EAST WHEATFIELD TWP VTD 01,9622,1554,1
42063,Indiana PA,310,EAST WHEATFIELD TWP VTD 02,9622,812,1
42063,Indiana PA,320,ERNEST Voting District*,9605,462,1
42063,Indiana PA,330,GLEN CAMPBELL Voting District*,9601,245,1
42063,Indiana PA,345,GRANT TWP Voting District*,9603,741,1
42063,Indiana PA,365,GREEN TWP VTD 01,9604,1656,1
42063,Indiana PA,370,GREEN TWP VTD 02,9604,1442,1
42063,Indiana PA,380,GREEN TWP VTD 03,9604,741,1
42063,Indiana PA,400,HOMER CITY VTD 01*,9617,1031,1
42063,Indiana PA,410,HOMER CITY VTD 02*,9617,676,1
42063,Indiana PA,420,INDIANA VTD 01*,9610,633,0.357
,,,,9612,1142,0.643
42063,Indiana PA,430,INDIANA VTD 02 ED 01*,9611.01,1450,1
42063,Indiana PA,440,INDIANA VTD 02 ED 02*,9612,1292,1
42063,Indiana PA,450,INDIANA VTD 03 ED 01*,9611.01,2681,0.552
,,,,9611.02,2172,0.448
42063,Indiana PA,460,INDIANA VTD 03 ED 02*,9611.01,1155,0.622
,,,,9611.02,701,0.378
42063,Indiana PA,470,INDIANA VTD 03 ED 04*,9611.01,1194,1
42063,Indiana PA,480,INDIANA VTD 04*,9610,1555,1
42063,Indiana PA,500,MARION CENTER Voting District*,9602,451,1
42063,Indiana PA,510,MONTGOMERY TWP Voting District*,9603,1568,1
42063,Indiana PA,520,NORTH MAHONING TWP Voting District*,9601,1428,1
42063,Indiana PA,530,PINE TWP VTD 01*,9614,982,1
42063,Indiana PA,540,PINE TWP VTD 02*,9614,497,1
42063,Indiana PA,550,PINE TWP VTD 03*,9614,554,1
42063,Indiana PA,560,PLUMVILLE Voting District*,9602,307,1
42063,Indiana PA,570,RAYNE TWP Voting District*,9605,2992,1
42063,Indiana PA,580,SALTSBURG Voting District*,9619,873,1
42063,Indiana PA,590,SHELOCTA Voting District*,9606,130,1
42063,Indiana PA,600,SMICKSBURG Voting District*,9602,46,1
42063,Indiana PA,610,SOUTH MAHONING TWP VTD 01*,9602,1841,1
42063,Indiana PA,620,WASHINGTON TWP Voting District*,9606,1808,1
42063,Indiana PA,630,WEST MAHONING TWP Voting District*,9602,1357,1
42063,Indiana PA,640,WEST WHEATFIELD TWP VTD 01,9615,1194,1
42063,Indiana PA,650,WEST WHEATFIELD TWP VTD 02,9615,1120,1
42063,Indiana PA,660,WHITE TWP VTD 01*,9609,2845,1
42063,Indiana PA,670,WHITE TWP VTD 02*,9608,2975,1
42063,Indiana PA,680,WHITE TWP VTD 03 ED 01*,9607,1864,1
42063,Indiana PA,685,42063685,9607,2143,1
42063,Indiana PA,695,WHITE TWP VTD 03 ED 02*,9607,1671,0.639
,,,,9608,942,0.361
42063,Indiana PA,710,WHITE TWP VTD 04*,9607,356,0.157
,,,,9609,1918,0.843
42063,Indiana PA,720,WHITE TWP VTD 06*,9607,1107,1
42063,Indiana PA,730,YOUNG TWP VTD 01*,9618,974,1
42063,Indiana PA,740,YOUNG TWP VTD 02,9618,309,1
42063,Indiana PA,750,YOUNG TWP VTD 03,9618,492,1
42065,Jefferson PA,10,BARNETT TWP Voting District*,9502,254,1
42065,Jefferson PA,20,BEAVER TWP Voting District*,9509,498,1
42065,Jefferson PA,35,BELL TWP Voting District*,9511,2056,1
42065,Jefferson PA,50,BIG RUN Voting District*,9510,624,1
42065,Jefferson PA,60,BROCKWAY VTD 01*,9501,753,1
42065,Jefferson PA,70,BROCKWAY VTD 02*,9501,1319,1
42065,Jefferson PA,85,BROOKVILLE VTD 01*,9504,1133,0.901
,,,,9505,125,0.099
42065,Jefferson PA,95,BROOKVILLE VTD 02,9504,780,0.554
,,,,9505,627,0.446
42065,Jefferson PA,105,BROOKVILLE VTD 03,9505,1259,1
42065,Jefferson PA,120,CLOVER TWP Voting District*,9506,448,1
42065,Jefferson PA,130,CORSICA Voting District*,9506,357,1
42065,Jefferson PA,145,ELDRED TWP Voting District*,9503,1226,1
42065,Jefferson PA,160,FALLS CREEK Voting District*,9503,989,1
42065,Jefferson PA,170,GASKILL TWP Voting District*,9510,708,1
42065,Jefferson PA,180,HEATH TWP Voting District*,9502,124,1
42065,Jefferson PA,190,HENDERSON TWP Voting District*,9510,1816,1
42065,Jefferson PA,205,KNOX TWP Voting District*,9506,1042,1
42065,Jefferson PA,225,MC CALMONT TWP Voting District*,9510,1082,1
42065,Jefferson PA,240,OLIVER TWP VTD 01,9509,560,1
42065,Jefferson PA,250,OLIVER TWP VTD 02,9509,318,1
42065,Jefferson PA,260,OLIVER TWP VTD 03*,9509,205,1
42065,Jefferson PA,275,PERRY TWP VTD 01*,9509,562,1
42065,Jefferson PA,295,PERRY TWP VTD 02*,9509,664,1
42065,Jefferson PA,315,PINECREEK TWP Voting District*,9506,1352,1
42065,Jefferson PA,330,POLK TWP Voting District*,9502,265,1
42065,Jefferson PA,340,PORTER TWP Voting District*,9509,305,1
42065,Jefferson PA,355,PUNXSUTAWNEY WD 01,9512,895,0.72
,,,,9513,348,0.28
42065,Jefferson PA,375,PUNXSUTAWNEY WD 02,9512,1124,0.915
,,,,9513,104,0.085
42065,Jefferson PA,395,PUNXSUTAWNEY WD 03,9512,409,0.357
,,,,9513,736,0.643
42065,Jefferson PA,415,PUNXSUTAWNEY WD 04,9513,745,1
42065,Jefferson PA,435,PUNXSUTAWNEY WD 05*,9513,607,1
42065,Jefferson PA,455,PUNXSUTAWNEY WD 06,9512,868,0.873
,,,,9513,126,0.127
42065,Jefferson PA,475,REYNOLDSVILLE VTD 01*,9507,1516,1
42065,Jefferson PA,495,REYNOLDSVILLE VTD 02*,9507,1243,1
42065,Jefferson PA,510,RINGGOLD TWP Voting District*,9509,741,1
42065,Jefferson PA,525,ROSE TWP Voting District*,9506,1255,1
42065,Jefferson PA,540,SNYDER TWP Voting District*,9502,2547,1
42065,Jefferson PA,550,SUMMERVILLE Voting District*,9506,528,1
42065,Jefferson PA,565,SYKESVILLE Voting District*,9508,1157,1
42065,Jefferson PA,580,TIMBLIN Voting District*,9509,157,1
42065,Jefferson PA,590,UNION TWP Voting District*,9506,855,1
42065,Jefferson PA,605,WARSAW TWP Voting District*,9503,1424,1
42065,Jefferson PA,620,WASHINGTON TWP VTD EAST*,9503,1044,1
42065,Jefferson PA,630,WASHINGTON TWP VTD NORTH*,9503,587,1
42065,Jefferson PA,640,WASHINGTON TWP VTD WEST*,9503,295,1
42065,Jefferson PA,655,WINSLOW TWP VTD 01*,9508,1211,1
42065,Jefferson PA,665,WINSLOW TWP VTD 02,9508,912,1
42065,Jefferson PA,675,WINSLOW TWP VTD 03,9508,499,1
42065,Jefferson PA,690,WORTHVILLE Voting District*,9509,67,1
42065,Jefferson PA,700,YOUNG TWP VTD NORTH ED 01,9511,386,1
42065,Jefferson PA,710,YOUNG TWP VTD NORTH ED 02,9511,698,1
42065,Jefferson PA,720,YOUNG TWP VTD SOUTH*,9511,665,1
42067,Juniata PA,10,BEALE TWP Voting District*,702.02,830,1
42067,Juniata PA,20,DELAWARE TWP Voting District*,703,1547,1
42067,Juniata PA,30,FAYETTE TWP Voting District*,701,3478,1
42067,Juniata PA,40,FERMANAGH TWP Voting District*,701,2811,1
42067,Juniata PA,50,GREENWOOD TWP Voting District*,704,617,1
42067,Juniata PA,60,LACK TWP*,702.01,413,1
42067,Juniata PA,70,LACK TWP VTD BLACK LOG*,702.01,31,1
42067,Juniata PA,80,LACK TWP VTD ROSS FARM*,702.01,341,1
42067,Juniata PA,90,MIFFLIN Voting District*,702.02,642,1
42067,Juniata PA,100,MIFFLINTOWN Voting District*,701,936,1
42067,Juniata PA,110,MILFORD TWP Voting District*,702.02,2088,1
42067,Juniata PA,120,MONROE TWP Voting District*,704,2237,1
42067,Juniata PA,130,PORT ROYAL Voting District*,702.02,925,1
42067,Juniata PA,140,SPRUCE HILL TWP Voting District*,702.02,834,1
42067,Juniata PA,150,SUSQUEHANNA TWP Voting District*,704,1250,1
42067,Juniata PA,160,THOMPSONTOWN Voting District*,703,697,1
42067,Juniata PA,170,TURBETT TWP Voting District*,702.02,981,1
42067,Juniata PA,180,TUSCARORA TWP*,702.01,971,1
42067,Juniata PA,190,TUSCARORA TWP VTD EAST WATERFORD*,702.01,269,1
42067,Juniata PA,200,WALKER TWP Voting District*,703,2738,1
42069,Lackawanna PA,10,ABINGTON TWP Voting District*,1104.01,49,0.028
,,,,1104.02,1694,0.972
42069,Lackawanna PA,20,ARCHBALD WD 01 DIST 01,1111,848,1
42069,Lackawanna PA,30,ARCHBALD WD 01 DIST 02,1111,1130,1
42069,Lackawanna PA,50,ARCHBALD WD 02 DIST 01*,1111,744,1
42069,Lackawanna PA,70,ARCHBALD WD 03*,1111,549,1
42069,Lackawanna PA,80,ARCHBALD WD 04 DIST 01,1111,3709,1
42069,Lackawanna PA,90,ARCHBALD WD 04 DIST 02*,1111,4,1
42069,Lackawanna PA,100,BENTON TWP Voting District*,1102.01,1908,1
42069,Lackawanna PA,110,BLAKELY WD 01 DIST 01,1112,1030,1
42069,Lackawanna PA,130,BLAKELY WD 02 DIST 01,1112,1462,1
42069,Lackawanna PA,150,BLAKELY WD 03 DIST 01,1112,2135,1
42069,Lackawanna PA,160,BLAKELY WD 03 DIST 02,1112,1937,1
42069,Lackawanna PA,170,CARBONDALE WD 01 DIST 01,1107,28,0.017
,,,,1108,1551,0.966
,,,,1109,27,0.017
42069,Lackawanna PA,180,CARBONDALE WD 01 DIST 02,1107,740,0.991
,,,,1108,7,0.009
42069,Lackawanna PA,230,CARBONDALE WD 03 DIST 01,1107,53,0.121
,,,,1108,27,0.062
,,,,1109,359,0.818
42069,Lackawanna PA,240,CARBONDALE WD 03 DIST 02,1107,11,0.011
,,,,1109,983,0.989
42069,Lackawanna PA,270,CARBONDALE WD 04 DIST 01,1107,709,0.574
,,,,1109,526,0.426
42069,Lackawanna PA,300,CARBONDALE WD 05 DIST 01,1108,675,1
42069,Lackawanna PA,310,CARBONDALE WD 05 DIST 02,1107,338,0.459
,,,,1108,398,0.541
42069,Lackawanna PA,340,CARBONDALE WD 06 DIST 01*,1107,349,0.392
,,,,1108,541,0.608
42069,Lackawanna PA,350,CARBONDALE WD 06 DIST 02,1108,369,1
42069,Lackawanna PA,370,CARBONDALE TWP VTD NORTHEAST*,1106,476,1
42069,Lackawanna PA,380,CARBONDALE TWP VTD NORTHWEST,1106,100,1
42069,Lackawanna PA,390,CARBONDALE TWP VTD SOUTH,1106,539,1
42069,Lackawanna PA,400,CLARKS GREEN Voting District*,1104.01,1109,0.751
,,,,1104.03,367,0.249
42069,Lackawanna PA,410,CLARKS SUMMIT DIST 01*,1105,1057,1
42069,Lackawanna PA,420,CLARKS SUMMIT DIST 02,1105,1850,1
42069,Lackawanna PA,430,CLARKS SUMMIT DIST 03*,1105,596,1
42069,Lackawanna PA,440,CLARKS SUMMIT DIST 04,1105,1613,1
42069,Lackawanna PA,450,CLIFTON TWP Voting District*,1129.01,351,0.237
,,,,1129.02,1129,0.763
42069,Lackawanna PA,460,COVINGTON TWP Voting District*,1129.02,2284,1
42069,Lackawanna PA,470,DALTON Voting District*,1103,1234,1
42069,Lackawanna PA,480,DICKSON CITY WD 01 DIST 01*,1115,19,0.031
,,,,1116,586,0.969
42069,Lackawanna PA,490,DICKSON CITY WD 01 DIST 02*,1116,1319,1
42069,Lackawanna PA,520,DICKSON CITY WD 02 DIST 01,1115,710,0.509
,,,,1116,684,0.491
42069,Lackawanna PA,540,DICKSON CITY WD 03 DIST 01*,1115,844,1
42069,Lackawanna PA,550,DICKSON CITY WD 03 DIST 02,1115,792,1
42069,Lackawanna PA,570,DICKSON CITY WD 03 DIST 04,1115,1116,1
42069,Lackawanna PA,580,DUNMORE WD 01 DIST 01*,1120,1568,0.94
,,,,1122,100,0.06
42069,Lackawanna PA,590,DUNMORE WD 01 DIST 02*,1120,1152,0.812
,,,,1121,267,0.188
42069,Lackawanna PA,600,DUNMORE WD 01 DIST 03*,1120,1528,1
42069,Lackawanna PA,620,DUNMORE WD 02 DIST 01*,1120,22,0.016
,,,,1121,1325,0.984
42069,Lackawanna PA,660,DUNMORE WD 03 DIST 01*,1120,69,0.058
,,,,1121,495,0.414
,,,,1123,631,0.528
42069,Lackawanna PA,700,DUNMORE WD 05,1121,785,0.96
,,,,1123,33,0.04
42069,Lackawanna PA,710,DUNMORE WD 06 DIST 01*,1120,174,0.172
,,,,1122,797,0.79
,,,,1123,38,0.038
42069,Lackawanna PA,720,DUNMORE WD 06 DIST 02*,1120,50,0.03
,,,,1122,1636,0.97
42069,Lackawanna PA,730,DUNMORE WD 06 DIST 03*,1122,51,0.073
,,,,1123,647,0.927
42069,Lackawanna PA,740,DUNMORE WD 06 DIST 04*,1123,406,1
42069,Lackawanna PA,760,ELMHURST TWP Voting District*,1118,894,1
42069,Lackawanna PA,770,FELL TWP DIST 01,1101,516,1
42069,Lackawanna PA,780,FELL TWP DIST 02,1101,772,1
42069,Lackawanna PA,790,FELL TWP DIST 03,1101,715,1
42069,Lackawanna PA,800,FELL TWP DIST 04*,1101,175,1
42069,Lackawanna PA,810,GLENBURN TWP Voting District*,1103,1246,1
42069,Lackawanna PA,820,GREENFIELD TWP Voting District*,1102.01,2105,1
42069,Lackawanna PA,830,JEFFERSON TWP Voting District*,1118,3731,1
42069,Lackawanna PA,840,JERMYN WD 01,1110,589,1
42069,Lackawanna PA,850,JERMYN WD 02,1110,919,1
42069,Lackawanna PA,860,JERMYN WD 03*,1110,661,1
42069,Lackawanna PA,870,JESSUP WD 01 DIST 01,1113,1096,1
42069,Lackawanna PA,890,JESSUP WD 02 DIST 01,1113,1442,1
42069,Lackawanna PA,910,JESSUP WD 03 DIST 01,1113,968,1
42069,Lackawanna PA,920,JESSUP WD 03 DIST 02,1113,1170,1
42069,Lackawanna PA,940,LA PLUME TWP Voting District*,1103,602,1
42069,Lackawanna PA,950,THORNHURST TWP Voting District*,1129.01,1085,1
42069,Lackawanna PA,960,MADISON TWP Voting District*,1129.02,2750,1
42069,Lackawanna PA,970,MAYFIELD WD 01*,1106,578,1
42069,Lackawanna PA,980,MAYFIELD WD 02,1106,805,1
42069,Lackawanna PA,990,MAYFIELD WD 03,1106,424,1
42069,Lackawanna PA,1000,MOOSIC WD 01*,1128,1709,1
42069,Lackawanna PA,1020,MOOSIC WD 03,1128,1674,1
42069,Lackawanna PA,1030,MOOSIC WD 04 DIST 01,1128,1283,1
42069,Lackawanna PA,1040,MOOSIC WD 04 DIST 02,1128,1053,1
42069,Lackawanna PA,1050,MOSCOW Voting District*,1118,2026,1
42069,Lackawanna PA,1060,NEWTON TWP Voting District*,1124,2846,1
42069,Lackawanna PA,1070,NORTH ABINGTON TWP Voting District*,1103,703,1
42069,Lackawanna PA,1080,OLD FORGE WD 01,1127,855,1
42069,Lackawanna PA,1090,OLD FORGE WD 02,1126,1209,1
42069,Lackawanna PA,1100,OLD FORGE WD 03,1126,670,0.575
,,,,1127,496,0.425
42069,Lackawanna PA,1110,OLD FORGE WD 04*,1127,1305,1
42069,Lackawanna PA,1120,OLD FORGE WD 05,1126,1025,0.928
,,,,1127,80,0.072
42069,Lackawanna PA,1130,OLD FORGE WD 06 DIST 01,1126,946,1
42069,Lackawanna PA,1140,OLD FORGE WD 06 DIST 02,1126,1613,0.934
,,,,1127,114,0.066
42069,Lackawanna PA,1160,OLYPHANT WD 01,1114,488,1
42069,Lackawanna PA,1200,OLYPHANT WD 03 DIST 01,1114,534,1
42069,Lackawanna PA,1230,OLYPHANT WD 04 DIST 01,1114,1058,1
42069,Lackawanna PA,1240,OLYPHANT WD 04 DIST 02,1114,1071,1
42069,Lackawanna PA,1250,RANSOM TWP DIST 01,1124,484,1
42069,Lackawanna PA,1260,RANSOM TWP DIST 02,1124,308,1
42069,Lackawanna PA,1270,RANSOM TWP DIST 03,1124,628,1
42069,Lackawanna PA,1280,ROARING BROOK TWP Voting District*,1118,1907,1
42069,Lackawanna PA,1290,SCOTT TWP DIST 01*,1102.02,2719,1
42069,Lackawanna PA,1300,SCOTT TWP DIST 02*,1102.02,2186,1
42069,Lackawanna PA,1310,SCRANTON WD 01 DIST 01,1011,373,0.212
,,,,1012,1386,0.788
42069,Lackawanna PA,1320,SCRANTON WD 01 DIST 02*,1011,1485,1
42069,Lackawanna PA,1360,SCRANTON WD 02 DIST 01*,1012,71,0.051
,,,,1013,1323,0.949
42069,Lackawanna PA,1370,SCRANTON WD 02 DIST 02,1013,1321,0.778
,,,,1014,167,0.098
,,,,1018,211,0.124
42069,Lackawanna PA,1380,SCRANTON WD 02 DIST 03,1014,1034,0.862
,,,,1018,166,0.138
42069,Lackawanna PA,1420,SCRANTON WD 03 DIST 01,1012,1398,1
42069,Lackawanna PA,1430,SCRANTON WD 03 DIST 02,1012,146,0.077
,,,,1013,37,0.02
,,,,1018,1704,0.903
42069,Lackawanna PA,1450,SCRANTON WD 04 DIST 01*,1016,1335,0.839
,,,,1020,257,0.161
42069,Lackawanna PA,1460,SCRANTON WD 04 DIST 02*,1016,1187,0.605
,,,,1019,468,0.238
,,,,1020,308,0.157
42069,Lackawanna PA,1520,SCRANTON WD 05 DIST 01*,1019,439,0.264
,,,,1020,1053,0.634
,,,,1023,170,0.102
42069,Lackawanna PA,1530,SCRANTON WD 05 DIST 02*,1019,215,0.111
,,,,1020,597,0.309
,,,,1021,637,0.33
,,,,1023,481,0.249
42069,Lackawanna PA,1570,SCRANTON WD 06 DIST 01*,1022,573,0.437
,,,,1023,737,0.563
42069,Lackawanna PA,1600,SCRANTON WD 07,1006,880,0.351
,,,,1008,1563,0.624
,,,,1009,61,0.024
42069,Lackawanna PA,1610,SCRANTON WD 09 DIST 01*,1002,1288,0.736
,,,,1006,463,0.264
42069,Lackawanna PA,1620,SCRANTON WD 09 DIST 02*,1002,147,0.082
,,,,1006,1652,0.918
42069,Lackawanna PA,1650,SCRANTON WD 10 DIST 01*,1004,744,0.477
,,,,1005,817,0.523
42069,Lackawanna PA,1660,SCRANTON WD 10 DIST 02*,1005,609,0.344
,,,,1006,1159,0.656
42069,Lackawanna PA,1670,SCRANTON WD 10 DIST 03*,1005,459,0.328
,,,,1028,942,0.672
42069,Lackawanna PA,1720,SCRANTON WD 11 DIST 01*,1025,1076,0.674
,,,,1026,520,0.326
42069,Lackawanna PA,1750,SCRANTON WD 12 DIST 01*,1025,641,0.602
,,,,1027,423,0.398
42069,Lackawanna PA,1760,SCRANTON WD 12 DIST 02,1025,544,0.587
,,,,1027,383,0.413
42069,Lackawanna PA,1770,SCRANTON WD 12 DIST 03*,1028,848,1
42069,Lackawanna PA,1800,SCRANTON WD 13 DIST 01,1008,942,0.586
,,,,1009,665,0.414
42069,Lackawanna PA,1810,SCRANTON WD 13 DIST 02*,1008,470,0.676
,,,,1010,225,0.324
42069,Lackawanna PA,1840,SCRANTON WD 14 DIST 01*,1017,81,0.08
,,,,1023,927,0.92
42069,Lackawanna PA,1860,SCRANTON WD 15 DIST 01,1019,109,0.073
,,,,1021,673,0.453
,,,,1022,65,0.044
,,,,1023,638,0.43
42069,Lackawanna PA,1870,SCRANTON WD 15 DIST 02*,1019,250,0.155
,,,,1021,660,0.409
,,,,1023,703,0.436
42069,Lackawanna PA,1920,SCRANTON WD 16 DIST 01,1002,1055,0.945
,,,,1006,16,0.014
,,,,1025,45,0.04
42069,Lackawanna PA,1930,SCRANTON WD 17 DIST 02,1002,152,0.04
,,,,1003,3639,0.96
42069,Lackawanna PA,2000,SCRANTON WD 19 DIST 01*,1025,652,0.311
,,,,1026,1445,0.689
42069,Lackawanna PA,2010,SCRANTON WD 19 DIST 02*,1025,208,0.165
,,,,1026,469,0.371
,,,,1027,586,0.464
42069,Lackawanna PA,2020,SCRANTON WD 19 DIST 03*,1028,1270,1
42069,Lackawanna PA,2030,SCRANTON WD 19 DIST 04,1027,1355,1
42069,Lackawanna PA,2040,SCRANTON WD 19 DIST 05,1109,1200,1
42069,Lackawanna PA,2041,420692041,1121,1285,0.917
,,,,1123,116,0.083
42069,Lackawanna PA,2043,420692043,1121,102,0.116
,,,,1123,780,0.884
42069,Lackawanna PA,2044,420692044,1114,1033,1
42069,Lackawanna PA,2045,420692045,1114,967,1
42069,Lackawanna PA,2070,SCRANTON WD 20 DIST 01,1029,910,0.472
,,,,1030,1019,0.528
42069,Lackawanna PA,2080,SCRANTON WD 20 DIST 02,1029,1272,0.75
,,,,1030,424,0.25
42069,Lackawanna PA,2090,SCRANTON WD 20 DIST 03,1029,1615,0.684
,,,,1030,698,0.296
,,,,1031,48,0.02
42069,Lackawanna PA,2100,SCRANTON WD 20 DIST 04,1003,814,0.35
,,,,1004,1421,0.611
,,,,1005,92,0.04
42069,Lackawanna PA,2110,SCRANTON WD 21 DIST 01,1014,1654,1
42069,Lackawanna PA,2120,SCRANTON WD 21 DIST 02*,1017,1680,1
42069,Lackawanna PA,2130,SCRANTON WD 21 DIST 03,1017,1273,0.864
,,,,1018,200,0.136
42069,Lackawanna PA,2131,420692131,1104.01,2396,1
42069,Lackawanna PA,2132,420692132,1104.01,1583,1
42069,Lackawanna PA,2133,420692133,1104.03,1607,1
42069,Lackawanna PA,2139,420692139,1104.01,1548,0.753
,,,,1104.03,507,0.247
42069,Lackawanna PA,2140,SCRANTON WD 21 DIST 04,1018,2508,0.997
,,,,1019,8,0.003
42069,Lackawanna PA,2160,SCRANTON WD 22 DIST 01*,1021,469,0.51
,,,,1022,450,0.49
42069,Lackawanna PA,2170,SCRANTON WD 22 DIST 02*,1022,1242,1
42069,Lackawanna PA,2180,SCRANTON WD 23 DIST 01*,1010,1661,1
42069,Lackawanna PA,2190,SCRANTON WD 23 DIST 02*,1009,469,0.319
,,,,1010,269,0.183
,,,,1011,734,0.499
42069,Lackawanna PA,2200,SCRANTON WD 23 DIST 03,1009,279,0.186
,,,,1010,1221,0.814
42069,Lackawanna PA,2230,SCRANTON WD 24 DIST 01,1029,363,0.313
,,,,1031,798,0.687
42069,Lackawanna PA,2240,SCRANTON WD 24 DIST 02,1031,700,1
42069,Lackawanna PA,2260,SOUTH ABINGTON TWP DIST 02*,1104.02,870,0.608
,,,,1104.03,484,0.338
,,,,1105,78,0.054
