"county","vtd","tract","bg","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","2010 Tract","bg","cntyname","Voting District Name","Total Pop, 2010 census","vtd to bg alloc factor","bg to vtd alloc factor"
"42003","F030","4455.00","2","Allegheny PA","SEWICKLEY WD 02 DIST 02*",649,1,0.395 
"42003","F041","4455.00","2","Allegheny PA","SEWICKLEY WD 03*",311,0.239,0.189 
"42003","F041","4455.00","3","Allegheny PA","SEWICKLEY WD 03*",989,0.761,0.904 
"42003","F060","5633.00","2","Allegheny PA","SEWICKLEY HEIGHTS Voting District*",810,1,1 
"42003","F070","5633.00","1","Allegheny PA","SEWICKLEY HILLS Voting District*",639,1,1 
"42003","F080","4272.00","1","Allegheny PA","SHALER TWP WD 01 DIST 01",420,0.592,0.333 
"42003","F080","4272.00","3","Allegheny PA","SHALER TWP WD 01 DIST 01",290,0.408,0.227 
"42003","F090","4272.00","4","Allegheny PA","SHALER TWP WD 01 DIST 02",760,1,0.652 
"42003","F100","4272.00","1","Allegheny PA","SHALER TWP WD 01 DIST 03*",664,0.763,0.527 
"42003","F100","4272.00","3","Allegheny PA","SHALER TWP WD 01 DIST 03*",206,0.237,0.162 
"42003","F101","4272.00","2","Allegheny PA","SHALER TWP WD 01 DIST 04",469,0.583,0.392 
"42003","F101","4272.00","3","Allegheny PA","SHALER TWP WD 01 DIST 04",336,0.417,0.264 
"42003","F102","4272.00","3","Allegheny PA","SHALER TWP WD 01 DIST 05",443,0.522,0.347 
"42003","F102","4272.00","4","Allegheny PA","SHALER TWP WD 01 DIST 05",406,0.478,0.348 
"42003","F110","4271.00","1","Allegheny PA","SHALER TWP WD 02 DIST 01",1316,1,0.768 
"42003","F120","4271.00","1","Allegheny PA","SHALER TWP WD 02 DIST 02",79,0.085,0.046 
"42003","F120","4271.00","3","Allegheny PA","SHALER TWP WD 02 DIST 02",853,0.915,0.425 
"42003","F130","4271.00","1","Allegheny PA","SHALER TWP WD 02 DIST 03",319,0.419,0.186 
"42003","F130","4272.00","2","Allegheny PA","SHALER TWP WD 02 DIST 03",442,0.581,0.369 
"42003","F140","4264.00","4","Allegheny PA","SHALER TWP WD 02 DIST 04",2,0.002,0.001 
"42003","F140","4271.00","3","Allegheny PA","SHALER TWP WD 02 DIST 04",647,0.582,0.322 
"42003","F140","4272.00","1","Allegheny PA","SHALER TWP WD 02 DIST 04",177,0.159,0.14 
"42003","F140","4272.00","2","Allegheny PA","SHALER TWP WD 02 DIST 04",286,0.257,0.239 
"42003","F141","4264.00","3","Allegheny PA","SHALER TWP WD 02 DIST 05",525,1,0.492 
"42003","F142","4268.00","3","Allegheny PA","42003F142",779,1,0.508 
"42003","F160","4268.00","1","Allegheny PA","SHALER TWP WD 03 DIST 02*",29,0.04,0.022 
"42003","F160","4268.00","2","Allegheny PA","SHALER TWP WD 03 DIST 02*",694,0.96,0.277 
"42003","F170","4268.00","1","Allegheny PA","SHALER TWP WD 03 DIST 03",783,1,0.589 
"42003","F171","4268.00","1","Allegheny PA","SHALER TWP WD 03 DIST 04",73,0.082,0.055 
"42003","F171","4268.00","2","Allegheny PA","SHALER TWP WD 03 DIST 04",812,0.918,0.324 
"42003","F172","4268.00","2","Allegheny PA","SHALER TWP WD 03 DIST 05",924,0.956,0.369 
"42003","F172","4268.00","3","Allegheny PA","SHALER TWP WD 03 DIST 05",43,0.044,0.028 
"42003","F180","4263.00","1","Allegheny PA","SHALER TWP WD 04 DIST 01*",296,0.257,0.187 
"42003","F180","4264.00","1","Allegheny PA","SHALER TWP WD 04 DIST 01*",668,0.581,0.731 
"42003","F180","4264.00","2","Allegheny PA","SHALER TWP WD 04 DIST 01*",186,0.162,0.176 
"42003","F190","4264.00","4","Allegheny PA","SHALER TWP WD 04 DIST 02*",601,0.974,0.39 
"42003","F190","4271.00","3","Allegheny PA","SHALER TWP WD 04 DIST 02*",16,0.026,0.008 
"42003","F200","4263.00","1","Allegheny PA","SHALER TWP WD 04 DIST 03",15,0.018,0.009 
"42003","F200","4263.00","2","Allegheny PA","SHALER TWP WD 04 DIST 03",838,0.982,0.402 
"42003","F201","4263.00","1","Allegheny PA","SHALER TWP WD 04 DIST 04",391,0.482,0.248 
"42003","F201","4263.00","2","Allegheny PA","SHALER TWP WD 04 DIST 04",139,0.171,0.067 
"42003","F201","4263.00","3","Allegheny PA","SHALER TWP WD 04 DIST 04",281,0.346,0.118 
"42003","F202","4264.00","1","Allegheny PA","SHALER TWP WD 04 DIST 05",246,0.36,0.269 
"42003","F202","4264.00","2","Allegheny PA","SHALER TWP WD 04 DIST 05",437,0.64,0.413 
"42003","F210","4263.00","2","Allegheny PA","SHALER TWP WD 05 DIST 01*",160,0.159,0.077 
"42003","F210","4264.00","4","Allegheny PA","SHALER TWP WD 05 DIST 01*",182,0.181,0.118 
"42003","F210","4271.00","2","Allegheny PA","SHALER TWP WD 05 DIST 01*",664,0.66,0.371 
"42003","F220","4263.00","2","Allegheny PA","SHALER TWP WD 05 DIST 02",759,0.941,0.364 
"42003","F220","4271.00","2","Allegheny PA","SHALER TWP WD 05 DIST 02",48,0.059,0.027 
"42003","F230","4263.00","2","Allegheny PA","SHALER TWP WD 05 DIST 03*",30,0.049,0.014 
"42003","F230","4264.00","4","Allegheny PA","SHALER TWP WD 05 DIST 03*",580,0.951,0.376 
"42003","F240","4271.00","3","Allegheny PA","SHALER TWP WD 05 DIST 04",491,1,0.245 
"42003","F241","4271.00","2","Allegheny PA","SHALER TWP WD 05 DIST 05*",1077,1,0.602 
"42003","F250","4263.00","1","Allegheny PA","SHALER TWP WD 06 DIST 01",819,1,0.519 
"42003","F260","4263.00","1","Allegheny PA","SHALER TWP WD 06 DIST 02*",58,0.062,0.037 
"42003","F260","4263.00","3","Allegheny PA","SHALER TWP WD 06 DIST 02*",871,0.938,0.367 
"42003","F270","4263.00","2","Allegheny PA","SHALER TWP WD 06 DIST 03*",158,0.233,0.076 
"42003","F270","4263.00","3","Allegheny PA","SHALER TWP WD 06 DIST 03*",521,0.767,0.219 
"42003","F280","4268.00","1","Allegheny PA","SHALER TWP WD 06 DIST 04",445,1,0.335 
"42003","F281","4263.00","3","Allegheny PA","SHALER TWP WD 06 DIST 05",701,1,0.295 
"42003","F290","4267.00","1","Allegheny PA","SHALER TWP WD 07 DIST 01",697,0.916,1 
"42003","F290","4267.00","2","Allegheny PA","SHALER TWP WD 07 DIST 01",64,0.084,0.038 
"42003","F300","4264.00","2","Allegheny PA","SHALER TWP WD 07 DIST 02",434,0.376,0.411 
"42003","F300","4264.00","3","Allegheny PA","SHALER TWP WD 07 DIST 02",543,0.471,0.508 
"42003","F300","4264.00","4","Allegheny PA","SHALER TWP WD 07 DIST 02",177,0.153,0.115 
"42003","F310","4267.00","2","Allegheny PA","SHALER TWP WD 07 DIST 03",1016,1,0.611 
"42003","F320","4267.00","2","Allegheny PA","SHALER TWP WD 07 DIST 04",584,0.426,0.351 
"42003","F320","4268.00","2","Allegheny PA","SHALER TWP WD 07 DIST 04",75,0.055,0.03 
"42003","F320","4268.00","3","Allegheny PA","SHALER TWP WD 07 DIST 04",712,0.519,0.464 
"42003","F331","4240.00","3","Allegheny PA","SHARPSBURG DIST 01",530,0.649,0.708 
"42003","F331","4240.00","4","Allegheny PA","SHARPSBURG DIST 01",287,0.351,0.262 
"42003","F351","4240.00","1","Allegheny PA","SHARPSBURG DIST 02",91,0.068,0.097 
"42003","F351","4240.00","2","Allegheny PA","SHARPSBURG DIST 02",279,0.21,0.42 
"42003","F351","4240.00","3","Allegheny PA","SHARPSBURG DIST 02",151,0.113,0.202 
"42003","F351","4240.00","4","Allegheny PA","SHARPSBURG DIST 02",810,0.609,0.738 
"42003","F371","4240.00","1","Allegheny PA","SHARPSBURG DIST 03*",845,0.651,0.903 
"42003","F371","4240.00","2","Allegheny PA","SHARPSBURG DIST 03*",385,0.297,0.58 
"42003","F371","4240.00","3","Allegheny PA","SHARPSBURG DIST 03*",68,0.052,0.091 
"42003","F391","4560.03","2","Allegheny PA","SOUTH FAYETTE TWP DIST 01*",572,0.813,0.194 
"42003","F391","4560.04","1","Allegheny PA","SOUTH FAYETTE TWP DIST 01*",132,0.188,0.076 
"42003","F401","4560.01","2","Allegheny PA","SOUTH FAYETTE TWP DIST 02*",1487,1,0.578 
"42003","F411","4560.01","1","Allegheny PA","SOUTH FAYETTE TWP DIST 03*",415,0.226,0.436 
"42003","F411","4560.01","2","Allegheny PA","SOUTH FAYETTE TWP DIST 03*",329,0.179,0.128 
"42003","F411","4560.03","3","Allegheny PA","SOUTH FAYETTE TWP DIST 03*",1089,0.594,0.479 
"42003","F421","4560.04","1","Allegheny PA","SOUTH FAYETTE TWP DIST 04*",942,1,0.546 
"42003","F431","4560.03","1","Allegheny PA","SOUTH FAYETTE TWP DIST 05*",190,0.19,0.214 
"42003","F431","4560.03","3","Allegheny PA","SOUTH FAYETTE TWP DIST 05*",810,0.81,0.357 
"42003","F441","4560.04","2","Allegheny PA","SOUTH FAYETTE TWP DIST 06*",1592,1,0.519 
"42003","F442","4560.04","1","Allegheny PA","42003F442",519,0.421,0.301 
"42003","F442","4560.04","2","Allegheny PA","42003F442",714,0.579,0.233 
"42003","F460","4900.04","1","Allegheny PA","SOUTH PARK TWP DIST 01*",304,0.119,0.147 
"42003","F460","4900.04","2","Allegheny PA","SOUTH PARK TWP DIST 01*",2242,0.879,0.995 
"42003","F460","4900.04","3","Allegheny PA","SOUTH PARK TWP DIST 01*",4,0.002,0.005 
"42003","F470","4900.03","2","Allegheny PA","SOUTH PARK TWP DIST 02*",1017,1,0.985 
"42003","F480","4900.02","1","Allegheny PA","SOUTH PARK TWP DIST 03",634,0.743,0.656 
"42003","F480","4900.02","2","Allegheny PA","SOUTH PARK TWP DIST 03",219,0.257,0.24 
"42003","F490","4900.02","2","Allegheny PA","SOUTH PARK TWP DIST 04",146,0.231,0.16 
"42003","F490","4900.02","3","Allegheny PA","SOUTH PARK TWP DIST 04",64,0.101,0.038 
"42003","F490","4900.02","4","Allegheny PA","SOUTH PARK TWP DIST 04",422,0.668,0.69 
"42003","F500","4900.03","2","Allegheny PA","SOUTH PARK TWP DIST 05*",12,0.011,0.012 
"42003","F500","4900.03","3","Allegheny PA","SOUTH PARK TWP DIST 05*",1079,0.989,0.691 
"42003","F510","4900.02","3","Allegheny PA","SOUTH PARK TWP DIST 06",1179,1,0.693 
"42003","F520","4900.02","3","Allegheny PA","SOUTH PARK TWP DIST 07",459,0.305,0.27 
"42003","F520","4900.04","1","Allegheny PA","SOUTH PARK TWP DIST 07",1045,0.695,0.504 
"42003","F522","4900.03","1","Allegheny PA","SOUTH PARK TWP DIST 08*",171,0.261,0.185 
"42003","F522","4900.03","2","Allegheny PA","SOUTH PARK TWP DIST 08*",3,0.005,0.003 
"42003","F522","4900.03","3","Allegheny PA","SOUTH PARK TWP DIST 08*",482,0.735,0.309 
"42003","F524","4900.03","1","Allegheny PA","SOUTH PARK TWP DIST 09*",755,0.709,0.815 
"42003","F524","4900.04","1","Allegheny PA","SOUTH PARK TWP DIST 09*",310,0.291,0.15 
"42003","F526","4900.04","1","Allegheny PA","SOUTH PARK TWP DIST 10*",413,0.347,0.199 
"42003","F526","4900.04","2","Allegheny PA","SOUTH PARK TWP DIST 10*",12,0.01,0.005 
"42003","F526","4900.04","3","Allegheny PA","SOUTH PARK TWP DIST 10*",765,0.643,0.995 
"42003","F528","4900.02","1","Allegheny PA","SOUTH PARK TWP DIST 11",60,0.07,0.062 
"42003","F528","4900.02","4","Allegheny PA","SOUTH PARK TWP DIST 11",190,0.221,0.31 
"42003","F528","4900.02","5","Allegheny PA","SOUTH PARK TWP DIST 11",609,0.709,1 
"42003","F529","4900.02","1","Allegheny PA","SOUTH PARK TWP DIST 12",273,0.333,0.282 
"42003","F529","4900.02","2","Allegheny PA","SOUTH PARK TWP DIST 12",547,0.667,0.6 
"42003","F530","5642.00","1","Allegheny PA","SOUTH VERSAILLES TWP Voting District*",351,1,1 
"42003","F561","4171.00","1","Allegheny PA","SPRINGDALE DIST 01*",642,0.591,0.775 
"42003","F561","4172.00","1","Allegheny PA","SPRINGDALE DIST 01*",444,0.409,0.352 
"42003","F570","4171.00","1","Allegheny PA","SPRINGDALE DIST 02*",126,0.148,0.152 
"42003","F570","4171.00","2","Allegheny PA","SPRINGDALE DIST 02*",186,0.219,0.264 
"42003","F570","4171.00","3","Allegheny PA","SPRINGDALE DIST 02*",537,0.633,0.877 
"42003","F580","4172.00","1","Allegheny PA","SPRINGDALE DIST 03*",816,1,0.648 
"42003","F585","4160.00","1","Allegheny PA","SPRINGDALE TWP Voting District*",892,0.545,1 
"42003","F585","4160.00","2","Allegheny PA","SPRINGDALE TWP Voting District*",744,0.455,1 
"42003","F600","4171.00","1","Allegheny PA","SPRINGDALE DIST 04*",60,0.092,0.072 
"42003","F600","4171.00","2","Allegheny PA","SPRINGDALE DIST 04*",519,0.794,0.736 
"42003","F600","4171.00","3","Allegheny PA","SPRINGDALE DIST 04*",75,0.115,0.123 
"42003","F610","4626.00","1","Allegheny PA","STOWE TWP WD 01*",588,1,0.67 
"42003","F620","4621.00","3","Allegheny PA","STOWE TWP WD 02 DIST 01",135,0.466,0.098 
"42003","F620","4626.00","1","Allegheny PA","STOWE TWP WD 02 DIST 01",34,0.117,0.039 
"42003","F620","4626.00","2","Allegheny PA","STOWE TWP WD 02 DIST 01",121,0.417,0.135 
"42003","F630","4621.00","2","Allegheny PA","STOWE TWP WD 02 DIST 02",6,0.005,0.01 
"42003","F630","4621.00","3","Allegheny PA","STOWE TWP WD 02 DIST 02",861,0.78,0.622 
"42003","F630","4626.00","2","Allegheny PA","STOWE TWP WD 02 DIST 02",237,0.215,0.264 
"42003","F641","4621.00","1","Allegheny PA","STOWE TWP WD 03",437,0.673,0.68 
"42003","F641","4621.00","3","Allegheny PA","STOWE TWP WD 03",212,0.327,0.153 
"42003","F661","4621.00","1","Allegheny PA","STOWE TWP WD 04 DIST 01",206,0.431,0.32 
"42003","F661","4621.00","2","Allegheny PA","STOWE TWP WD 04 DIST 01",96,0.201,0.16 
"42003","F661","4621.00","3","Allegheny PA","STOWE TWP WD 04 DIST 01",176,0.368,0.127 
"42003","F680","4621.00","2","Allegheny PA","STOWE TWP WD 04 DIST 02",498,1,0.83 
"42003","F690","4626.00","2","Allegheny PA","STOWE TWP WD 05",157,0.224,0.175 
"42003","F690","4626.00","3","Allegheny PA","STOWE TWP WD 05",526,0.751,0.684 
"42003","F690","4626.00","4","Allegheny PA","STOWE TWP WD 05",17,0.024,0.014 
"42003","F700","4626.00","3","Allegheny PA","STOWE TWP WD 06*",101,0.164,0.131 
"42003","F700","4626.00","4","Allegheny PA","STOWE TWP WD 06*",515,0.836,0.433 
"42003","F710","4626.00","2","Allegheny PA","STOWE TWP WD 07",300,0.679,0.334 
"42003","F710","4626.00","3","Allegheny PA","STOWE TWP WD 07",142,0.321,0.185 
"42003","F720","4626.00","1","Allegheny PA","STOWE TWP WD 08",256,0.436,0.292 
"42003","F720","4626.00","2","Allegheny PA","STOWE TWP WD 08",83,0.141,0.092 
"42003","F720","4626.00","4","Allegheny PA","STOWE TWP WD 08",248,0.422,0.208 
"42003","F730","4626.00","4","Allegheny PA","STOWE TWP WD 09*",410,1,0.345 
"42003","F740","5151.00","1","Allegheny PA","SWISSVALE DIST 01",353,0.293,0.461 
"42003","F740","5151.00","2","Allegheny PA","SWISSVALE DIST 01",850,0.707,0.686 
"42003","F750","5151.00","1","Allegheny PA","SWISSVALE DIST 02",181,0.169,0.237 
"42003","F750","5151.00","2","Allegheny PA","SWISSVALE DIST 02",274,0.257,0.221 
"42003","F750","5151.00","3","Allegheny PA","SWISSVALE DIST 02",613,0.574,0.854 
"42003","F760","5151.00","2","Allegheny PA","SWISSVALE DIST 03*",115,0.148,0.093 
"42003","F760","5151.00","3","Allegheny PA","SWISSVALE DIST 03*",71,0.091,0.099 
"42003","F760","5152.00","2","Allegheny PA","SWISSVALE DIST 03*",590,0.76,0.524 
"42003","F770","5151.00","1","Allegheny PA","SWISSVALE DIST 04",231,0.3,0.302 
"42003","F770","5151.00","3","Allegheny PA","SWISSVALE DIST 04",34,0.044,0.047 
"42003","F770","5152.00","1","Allegheny PA","SWISSVALE DIST 04",131,0.17,0.131 
"42003","F770","5152.00","2","Allegheny PA","SWISSVALE DIST 04",375,0.486,0.333 
"42003","F780","5152.00","1","Allegheny PA","SWISSVALE DIST 05",866,0.842,0.869 
"42003","F780","5152.00","2","Allegheny PA","SWISSVALE DIST 05",162,0.158,0.144 
"42003","F790","5153.00","1","Allegheny PA","SWISSVALE DIST 06*",290,0.496,0.383 
"42003","F790","5153.00","2","Allegheny PA","SWISSVALE DIST 06*",295,0.504,0.265 
"42003","F800","5153.00","2","Allegheny PA","SWISSVALE DIST 07",174,0.224,0.156 
"42003","F800","5154.01","2","Allegheny PA","SWISSVALE DIST 07",603,0.776,1 
"42003","F810","5153.00","1","Allegheny PA","SWISSVALE DIST 08*",161,0.181,0.212 
"42003","F810","5154.01","1","Allegheny PA","SWISSVALE DIST 08*",727,0.819,0.791 
"42003","F820","5153.00","2","Allegheny PA","SWISSVALE DIST 09",632,0.767,0.568 
"42003","F820","5154.01","1","Allegheny PA","SWISSVALE DIST 09",192,0.233,0.209 
"42003","F830","5153.00","1","Allegheny PA","SWISSVALE DIST 10*",307,0.962,0.405 
"42003","F830","5153.00","2","Allegheny PA","SWISSVALE DIST 10*",12,0.038,0.011 
"42003","F840","5154.01","3","Allegheny PA","SWISSVALE DIST 11*",744,1,1 
"42003","F891","4035.00","2","Allegheny PA","TARENTUM WD 01 DIST 01*",100,0.084,0.132 
"42003","F891","4035.00","3","Allegheny PA","TARENTUM WD 01 DIST 01*",1094,0.916,0.903 
"42003","F900","4035.00","2","Allegheny PA","TARENTUM WD 01 DIST 02*",659,0.848,0.868 
"42003","F900","4035.00","3","Allegheny PA","TARENTUM WD 01 DIST 02*",118,0.152,0.097 
"42003","F921","4035.00","4","Allegheny PA","TARENTUM WD 02*",920,1,1 
"42003","F940","4035.00","1","Allegheny PA","TARENTUM WD 03 DIST 01",183,0.319,0.205 
"42003","F940","4035.00","5","Allegheny PA","TARENTUM WD 03 DIST 01",390,0.681,0.523 
"42003","F950","4035.00","1","Allegheny PA","TARENTUM WD 03 DIST 02",711,0.667,0.795 
"42003","F950","4035.00","5","Allegheny PA","TARENTUM WD 03 DIST 02",355,0.333,0.477 
"42003","F960","5641.00","2","Allegheny PA","THORNBURG VTD 01*",455,1,1 
"42003","F970","5214.02","1","Allegheny PA","TRAFFORD DIST 01*",7,0.115,0.005 
"42003","F970","5644.00","7","Allegheny PA","TRAFFORD DIST 01*",54,0.885,1 
"42003","F981","5094.00","1","Allegheny PA","TURTLE CREEK WD 01 DIST 01*",242,0.187,0.18 
"42003","F981","5094.00","2","Allegheny PA","TURTLE CREEK WD 01 DIST 01*",1051,0.813,0.92 
"42003","G000","5094.00","2","Allegheny PA","TURTLE CREEK WD 01 DIST 02*",92,0.132,0.08 
"42003","G000","5094.00","3","Allegheny PA","TURTLE CREEK WD 01 DIST 02*",563,0.807,0.713 
"42003","G000","5094.00","4","Allegheny PA","TURTLE CREEK WD 01 DIST 02*",43,0.062,0.037 
"42003","G011","5094.00","1","Allegheny PA","TURTLE CREEK WD 02 DIST 01",69,0.07,0.051 
"42003","G011","5094.00","4","Allegheny PA","TURTLE CREEK WD 02 DIST 01",811,0.828,0.699 
"42003","G011","5094.00","5","Allegheny PA","TURTLE CREEK WD 02 DIST 01",99,0.101,0.108 
"42003","G030","5094.00","1","Allegheny PA","TURTLE CREEK WD 02 DIST 02",33,0.058,0.025 
"42003","G030","5094.00","3","Allegheny PA","TURTLE CREEK WD 02 DIST 02",227,0.401,0.287 
"42003","G030","5094.00","4","Allegheny PA","TURTLE CREEK WD 02 DIST 02",306,0.541,0.264 
"42003","G041","5094.00","1","Allegheny PA","TURTLE CREEK WD 03 DIST 01",88,0.098,0.066 
"42003","G041","5094.00","5","Allegheny PA","TURTLE CREEK WD 03 DIST 01",814,0.902,0.892 
"42003","G060","5094.00","1","Allegheny PA","TURTLE CREEK WD 03 DIST 02",911,1,0.678 
"42003","G070","4742.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 01",906,1,0.348 
"42003","G080","4742.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 02",1151,0.938,0.443 
"42003","G080","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 02",76,0.062,0.029 
"42003","G081","4741.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 03",103,0.101,0.051 
"42003","G081","4741.01","2","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 03",537,0.526,0.341 
"42003","G081","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 03",380,0.373,0.17 
"42003","G082","4741.01","2","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 04",1038,0.999,0.659 
"42003","G082","4742.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 01 DIST 04",1,0.001,0 
"42003","G090","4741.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 01",903,0.791,0.446 
"42003","G090","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 01",239,0.209,0.107 
"42003","G100","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 02",747,1,0.334 
"42003","G110","4741.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 03",1020,0.907,0.503 
"42003","G110","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 03",105,0.093,0.047 
"42003","G111","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 02 DIST 04",649,1,0.29 
"42003","G120","4741.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 01*",118,0.086,0.053 
"42003","G120","4741.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 01*",1260,0.914,0.871 
"42003","G130","4741.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 02",187,0.177,0.129 
"42003","G130","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 02",120,0.114,0.047 
"42003","G130","4742.03","1","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 02",396,0.375,0.28 
"42003","G130","4742.03","3","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 02",353,0.334,0.146 
"42003","G140","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 03 DIST 03*",1707,1,0.662 
"42003","G150","4742.01","1","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 01",542,0.594,0.208 
"42003","G150","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 01",371,0.406,0.144 
"42003","G160","4742.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 02*",490,0.748,0.22 
"42003","G160","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 02*",165,0.252,0.064 
"42003","G170","4742.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 03*",764,1,0.342 
"42003","G171","4742.02","1","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 04*",977,0.89,0.438 
"42003","G171","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 04 DIST 04*",121,0.11,0.047 
"42003","G180","4742.03","2","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 01",644,0.388,0.913 
"42003","G180","4742.03","3","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 01",1015,0.612,0.42 
"42003","G190","4742.02","2","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 02",18,0.017,0.007 
"42003","G190","4742.03","1","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 02",1017,0.983,0.72 
"42003","G200","4742.03","2","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 03",61,0.055,0.087 
"42003","G200","4742.03","3","Allegheny PA","UPPER ST. CLAIR TWP WD 05 DIST 03",1048,0.945,0.434 
"42003","G210","5240.00","1","Allegheny PA","VERONA DIST 01*",97,0.133,0.156 
"42003","G210","5240.00","2","Allegheny PA","VERONA DIST 01*",635,0.867,0.613 
"42003","G220","5240.00","1","Allegheny PA","VERONA DIST 02*",416,0.509,0.67 
"42003","G220","5240.00","2","Allegheny PA","VERONA DIST 02*",401,0.491,0.387 
"42003","G230","5240.00","1","Allegheny PA","VERONA DIST 03*",108,0.117,0.174 
"42003","G230","5240.00","3","Allegheny PA","VERONA DIST 03*",817,0.883,1 
"42003","G240","5010.00","1","Allegheny PA","VERSAILLES DIST 01*",785,1,0.518 
"42003","G250","5010.00","1","Allegheny PA","VERSAILLES DIST 02*",730,1,0.482 
"42003","G260","5644.00","6","Allegheny PA","WALL Voting District*",580,1,1 
"42003","G271","4070.01","3","Allegheny PA","WEST DEER TWP DIST 01*",1335,0.658,0.802 
"42003","G271","4070.01","4","Allegheny PA","WEST DEER TWP DIST 01*",271,0.134,0.178 
"42003","G271","4070.02","2","Allegheny PA","WEST DEER TWP DIST 01*",81,0.04,0.051 
