"county","vtd","tract","bg","cntyname","vtdname","pop10","afact","AFACT2"
"county","vtd","2010 Tract","bg","cntyname","Voting District Name","Total Pop, 2010 census","vtd to bg alloc factor","bg to vtd alloc factor"
"42091","2140","2039.02","2","Montgomery PA","NORRISTOWN VTD 02 ED 03",98,0.031,0.102 
"42091","2140","2039.02","3","Montgomery PA","NORRISTOWN VTD 02 ED 03",566,0.176,0.593 
"42091","2160","2036.01","2","Montgomery PA","NORRISTOWN VTD 03 ED 01*",32,0.01,0.038 
"42091","2160","2036.01","3","Montgomery PA","NORRISTOWN VTD 03 ED 01*",246,0.08,0.309 
"42091","2160","2036.02","2","Montgomery PA","NORRISTOWN VTD 03 ED 01*",406,0.132,0.423 
"42091","2160","2036.02","3","Montgomery PA","NORRISTOWN VTD 03 ED 01*",291,0.095,0.33 
"42091","2160","2036.02","4","Montgomery PA","NORRISTOWN VTD 03 ED 01*",1126,0.366,1 
"42091","2160","2037.00","1","Montgomery PA","NORRISTOWN VTD 03 ED 01*",974,0.317,0.63 
"42091","2170","2036.01","1","Montgomery PA","NORRISTOWN VTD 03 ED 02*",374,0.118,0.521 
"42091","2170","2036.01","2","Montgomery PA","NORRISTOWN VTD 03 ED 02*",717,0.227,0.85 
"42091","2170","2036.01","3","Montgomery PA","NORRISTOWN VTD 03 ED 02*",551,0.174,0.691 
"42091","2170","2036.01","4","Montgomery PA","NORRISTOWN VTD 03 ED 02*",884,0.28,1 
"42091","2170","2039.01","3","Montgomery PA","NORRISTOWN VTD 03 ED 02*",205,0.065,0.201 
"42091","2170","2039.01","4","Montgomery PA","NORRISTOWN VTD 03 ED 02*",430,0.136,0.595 
"42091","2190","2036.01","1","Montgomery PA","NORRISTOWN VTD 03 ED 03*",344,0.145,0.479 
"42091","2190","2036.01","2","Montgomery PA","NORRISTOWN VTD 03 ED 03*",95,0.04,0.113 
"42091","2190","2036.02","1","Montgomery PA","NORRISTOWN VTD 03 ED 03*",797,0.335,1 
"42091","2190","2036.02","2","Montgomery PA","NORRISTOWN VTD 03 ED 03*",553,0.232,0.577 
"42091","2190","2036.02","3","Montgomery PA","NORRISTOWN VTD 03 ED 03*",590,0.248,0.67 
"42091","2195","2065.01","1","Montgomery PA","PERKIOMEN TWP WD 01*",4182,0.933,1 
"42091","2195","2065.02","1","Montgomery PA","PERKIOMEN TWP WD 01*",299,0.067,0.111 
"42091","2195","2065.02","2","Montgomery PA","PERKIOMEN TWP WD 01*",3,0.001,0.001 
"42091","2200","2035.00","3","Montgomery PA","NORRISTOWN VTD 04 ED 01",292,0.082,0.258 
"42091","2200","2035.00","4","Montgomery PA","NORRISTOWN VTD 04 ED 01",792,0.222,1 
"42091","2200","2039.02","1","Montgomery PA","NORRISTOWN VTD 04 ED 01",1625,0.455,1 
"42091","2200","2039.02","2","Montgomery PA","NORRISTOWN VTD 04 ED 01",859,0.241,0.898 
"42091","2205","2065.02","1","Montgomery PA","PERKIOMEN TWP WD 02*",2385,0.512,0.889 
"42091","2205","2065.02","2","Montgomery PA","PERKIOMEN TWP WD 02*",2270,0.488,0.999 
"42091","2210","2035.00","1","Montgomery PA","NORRISTOWN VTD 04 ED 02",339,0.13,0.125 
"42091","2210","2035.00","2","Montgomery PA","NORRISTOWN VTD 04 ED 02",1433,0.549,0.988 
"42091","2210","2035.00","3","Montgomery PA","NORRISTOWN VTD 04 ED 02",838,0.321,0.742 
"42091","2220","2035.00","1","Montgomery PA","NORRISTOWN VTD 04 ED 03",2365,0.992,0.875 
"42091","2220","2035.00","2","Montgomery PA","NORRISTOWN VTD 04 ED 03",18,0.008,0.012 
"42091","2400","2011.00","2","Montgomery PA","NORTH WALES VTD 01*",1264,1,0.865 
"42091","2410","2011.00","1","Montgomery PA","NORTH WALES VTD 02*",487,0.591,0.762 
"42091","2410","2011.00","2","Montgomery PA","NORTH WALES VTD 02*",197,0.239,0.135 
"42091","2410","2011.00","3","Montgomery PA","NORTH WALES VTD 02*",140,0.17,0.124 
"42091","2420","2011.00","1","Montgomery PA","NORTH WALES VTD 03*",152,0.133,0.238 
"42091","2420","2011.00","3","Montgomery PA","NORTH WALES VTD 03*",989,0.867,0.876 
"42091","2430","2080.00","1","Montgomery PA","PENNSBURG Voting District*",1094,0.285,1 
"42091","2430","2080.00","2","Montgomery PA","PENNSBURG Voting District*",1513,0.394,1 
"42091","2430","2080.00","3","Montgomery PA","PENNSBURG Voting District*",1236,0.322,1 
"42091","2450","2040.02","1","Montgomery PA","PLYMOUTH TWP VTD 01 ED 01*",1200,0.599,1 
"42091","2450","2040.02","2","Montgomery PA","PLYMOUTH TWP VTD 01 ED 01*",595,0.297,0.596 
"42091","2450","2106.00","1","Montgomery PA","PLYMOUTH TWP VTD 01 ED 01*",210,0.105,0.157 
"42091","2460","2040.02","2","Montgomery PA","PLYMOUTH TWP VTD 01 ED 02*",404,0.182,0.404 
"42091","2460","2040.02","3","Montgomery PA","PLYMOUTH TWP VTD 01 ED 02*",605,0.273,0.557 
"42091","2460","2040.08","2","Montgomery PA","PLYMOUTH TWP VTD 01 ED 02*",1205,0.544,1 
"42091","2470","2040.10","1","Montgomery PA","PLYMOUTH TWP VTD 02 ED 01*",928,1,0.518 
"42091","2480","2040.10","1","Montgomery PA","PLYMOUTH TWP VTD 02 ED 02",616,0.441,0.344 
"42091","2480","2040.10","2","Montgomery PA","PLYMOUTH TWP VTD 02 ED 02",14,0.01,0.018 
"42091","2480","2106.00","1","Montgomery PA","PLYMOUTH TWP VTD 02 ED 02",522,0.374,0.39 
"42091","2480","2106.00","3","Montgomery PA","PLYMOUTH TWP VTD 02 ED 02",245,0.175,0.201 
"42091","2490","2040.02","3","Montgomery PA","PLYMOUTH TWP VTD 02 ED 03",61,0.032,0.056 
"42091","2490","2106.00","1","Montgomery PA","PLYMOUTH TWP VTD 02 ED 03",606,0.318,0.453 
"42091","2490","2106.00","2","Montgomery PA","PLYMOUTH TWP VTD 02 ED 03",265,0.139,0.172 
"42091","2490","2106.00","3","Montgomery PA","PLYMOUTH TWP VTD 02 ED 03",973,0.511,0.799 
"42091","2500","2040.09","1","Montgomery PA","PLYMOUTH TWP VTD 03 ED 01",790,0.436,0.549 
"42091","2500","2040.10","1","Montgomery PA","PLYMOUTH TWP VTD 03 ED 01",248,0.137,0.138 
"42091","2500","2040.10","2","Montgomery PA","PLYMOUTH TWP VTD 03 ED 01",776,0.428,0.982 
"42091","2510","2040.02","3","Montgomery PA","PLYMOUTH TWP VTD 03 ED 02*",420,0.248,0.387 
"42091","2510","2106.00","2","Montgomery PA","PLYMOUTH TWP VTD 03 ED 02*",1276,0.752,0.828 
"42091","2520","2040.07","1","Montgomery PA","PLYMOUTH TWP VTD 04 ED 01*",773,0.63,1 
"42091","2520","2040.07","2","Montgomery PA","PLYMOUTH TWP VTD 04 ED 01*",454,0.37,0.306 
"42091","2530","2040.07","2","Montgomery PA","PLYMOUTH TWP VTD 04 ED 02*",1030,0.383,0.694 
"42091","2530","2040.08","1","Montgomery PA","PLYMOUTH TWP VTD 04 ED 02*",1660,0.617,1 
"42091","2540","2040.09","1","Montgomery PA","PLYMOUTH TWP VTD 04 ED 03*",649,1,0.451 
"42091","2560","2088.01","1","Montgomery PA","POTTSTOWN VTD 01 ED 01*",434,0.229,0.368 
"42091","2560","2089.04","1","Montgomery PA","POTTSTOWN VTD 01 ED 01*",1463,0.771,0.73 
"42091","2570","2088.01","1","Montgomery PA","POTTSTOWN VTD 01 ED 02*",337,0.233,0.286 
"42091","2570","2089.03","2","Montgomery PA","POTTSTOWN VTD 01 ED 02*",570,0.394,0.333 
"42091","2570","2089.04","1","Montgomery PA","POTTSTOWN VTD 01 ED 02*",541,0.374,0.27 
"42091","2580","2088.01","1","Montgomery PA","POTTSTOWN VTD 02 ED 01*",233,0.153,0.198 
"42091","2580","2089.04","2","Montgomery PA","POTTSTOWN VTD 02 ED 01*",1293,0.847,1 
"42091","2600","2089.01","1","Montgomery PA","POTTSTOWN VTD 03 ED 01*",891,0.277,0.848 
"42091","2600","2089.01","2","Montgomery PA","POTTSTOWN VTD 03 ED 01*",1051,0.327,0.93 
"42091","2600","2089.01","3","Montgomery PA","POTTSTOWN VTD 03 ED 01*",1275,0.396,0.94 
"42091","2610","2089.01","2","Montgomery PA","POTTSTOWN VTD 03 ED 02*",79,0.044,0.07 
"42091","2610","2089.01","3","Montgomery PA","POTTSTOWN VTD 03 ED 02*",81,0.045,0.06 
"42091","2610","2090.00","1","Montgomery PA","POTTSTOWN VTD 03 ED 02*",926,0.517,1 
"42091","2610","2090.00","2","Montgomery PA","POTTSTOWN VTD 03 ED 02*",706,0.394,1 
"42091","2620","2089.01","1","Montgomery PA","POTTSTOWN VTD 04*",160,0.056,0.152 
"42091","2620","2089.05","1","Montgomery PA","POTTSTOWN VTD 04*",493,0.174,0.763 
"42091","2620","2089.05","3","Montgomery PA","POTTSTOWN VTD 04*",645,0.227,0.876 
"42091","2620","2089.06","1","Montgomery PA","POTTSTOWN VTD 04*",686,0.242,0.98 
"42091","2620","2089.06","4","Montgomery PA","POTTSTOWN VTD 04*",854,0.301,1 
"42091","2630","2089.05","1","Montgomery PA","POTTSTOWN VTD 05*",153,0.052,0.237 
"42091","2630","2089.05","2","Montgomery PA","POTTSTOWN VTD 05*",1204,0.411,1 
"42091","2630","2089.05","3","Montgomery PA","POTTSTOWN VTD 05*",91,0.031,0.124 
"42091","2630","2089.06","1","Montgomery PA","POTTSTOWN VTD 05*",14,0.005,0.02 
"42091","2630","2089.06","2","Montgomery PA","POTTSTOWN VTD 05*",745,0.254,0.612 
"42091","2630","2089.06","3","Montgomery PA","POTTSTOWN VTD 05*",721,0.246,0.622 
"42091","2640","2088.01","1","Montgomery PA","POTTSTOWN VTD 06*",174,0.051,0.148 
"42091","2640","2088.02","1","Montgomery PA","POTTSTOWN VTD 06*",1366,0.402,1 
"42091","2640","2088.02","2","Montgomery PA","POTTSTOWN VTD 06*",1859,0.547,1 
"42091","2660","2079.00","1","Montgomery PA","RED HILL Voting District*",908,0.381,1 
"42091","2660","2079.00","2","Montgomery PA","RED HILL Voting District*",579,0.243,1 
"42091","2660","2079.00","3","Montgomery PA","RED HILL Voting District*",896,0.376,1 
"42091","2670","2020.00","1","Montgomery PA","ROCKLEDGE Voting District*",920,0.362,1 
"42091","2670","2020.00","2","Montgomery PA","ROCKLEDGE Voting District*",1623,0.638,1 
"42091","2680","2062.01","2","Montgomery PA","ROYERSFORD VTD 01*",1640,0.777,1 
"42091","2680","2062.02","1","Montgomery PA","ROYERSFORD VTD 01*",470,0.223,0.726 
"42091","2690","2062.01","1","Montgomery PA","ROYERSFORD VTD 02 ED 01*",1026,0.388,1 
"42091","2690","2062.02","1","Montgomery PA","ROYERSFORD VTD 02 ED 01*",177,0.067,0.274 
"42091","2690","2062.02","2","Montgomery PA","ROYERSFORD VTD 02 ED 01*",1439,0.545,1 
"42091","2730","2074.00","1","Montgomery PA","SALFORD TWP Voting District*",2504,1,1 
"42091","2740","2066.00","1","Montgomery PA","SCHWENKSVILLE Voting District*",1385,1,1 
"42091","2750","2067.03","1","Montgomery PA","SKIPPACK TWP VTD 01*",2126,0.603,0.575 
"42091","2750","2067.04","1","Montgomery PA","SKIPPACK TWP VTD 01*",215,0.061,0.044 
"42091","2750","2067.04","2","Montgomery PA","SKIPPACK TWP VTD 01*",1184,0.336,0.684 
"42091","2760","2067.04","1","Montgomery PA","SKIPPACK TWP VTD 02*",3070,0.849,0.629 
"42091","2760","2067.04","2","Montgomery PA","SKIPPACK TWP VTD 02*",547,0.151,0.316 
"42091","2770","2072.01","1","Montgomery PA","SOUDERTON VTD 01*",824,0.336,1 
"42091","2770","2072.01","2","Montgomery PA","SOUDERTON VTD 01*",707,0.288,1 
"42091","2770","2072.01","3","Montgomery PA","SOUDERTON VTD 01*",902,0.368,0.929 
"42091","2770","2072.02","1","Montgomery PA","SOUDERTON VTD 01*",19,0.008,0.022 
"42091","2775","2014.10","1","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 03*",629,0.439,0.25 
"42091","2775","2014.11","1","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 03*",803,0.561,0.793 
"42091","2780","2072.01","3","Montgomery PA","SOUDERTON VTD 02*",69,0.032,0.071 
"42091","2780","2072.02","1","Montgomery PA","SOUDERTON VTD 02*",839,0.389,0.978 
"42091","2780","2072.02","2","Montgomery PA","SOUDERTON VTD 02*",950,0.44,1 
"42091","2780","2072.02","4","Montgomery PA","SOUDERTON VTD 02*",301,0.139,0.286 
"42091","2790","2072.02","3","Montgomery PA","SOUDERTON VTD 03*",1256,0.626,1 
"42091","2790","2072.02","4","Montgomery PA","SOUDERTON VTD 03*",751,0.374,0.714 
"42091","2795","2014.04","2","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 03",1118,0.708,0.459 
"42091","2795","2014.04","3","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 03",356,0.226,0.216 
"42091","2795","2014.09","1","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 03",104,0.066,0.037 
"42091","2800","2103.00","3","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 01*",878,0.479,0.506 
"42091","2800","2104.00","2","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 01*",956,0.521,0.85 
"42091","2810","2101.00","2","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 02*",36,0.019,0.052 
"42091","2810","2103.00","2","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 02*",958,0.517,1 
"42091","2810","2103.00","3","Montgomery PA","SPRINGFIELD TWP VTD 01 ED 02*",858,0.463,0.494 
"42091","2820","2104.00","1","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 01*",1255,1,0.818 
"42091","2830","2105.00","3","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 02",1071,1,0.769 
"42091","2835","2014.04","1","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 03*",134,0.107,0.154 
"42091","2835","2014.04","2","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 03*",263,0.21,0.108 
"42091","2835","2014.04","3","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 03*",853,0.682,0.518 
"42091","2840","2105.00","3","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 03",95,0.138,0.068 
"42091","2840","2105.00","4","Montgomery PA","SPRINGFIELD TWP VTD 02 ED 03",594,0.862,0.524 
"42091","2850","2101.00","1","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 01*",479,0.305,0.566 
"42091","2850","2101.00","2","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 01*",63,0.04,0.091 
"42091","2850","2101.00","5","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 01*",502,0.319,0.64 
"42091","2850","2102.00","2","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 01*",529,0.336,0.453 
"42091","2860","2101.00","1","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",367,0.222,0.434 
"42091","2860","2101.00","2","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",315,0.19,0.453 
"42091","2860","2101.00","3","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",46,0.028,0.049 
"42091","2860","2101.00","4","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",611,0.369,1 
"42091","2860","2101.00","5","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",282,0.17,0.36 
"42091","2860","2102.00","2","Montgomery PA","SPRINGFIELD TWP VTD 03 ED 02*",33,0.02,0.028 
"42091","2870","2102.00","3","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 01*",376,0.397,0.414 
"42091","2870","2104.00","4","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 01*",572,0.603,0.571 
"42091","2875","2014.08","1","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 03*",1275,0.828,0.649 
"42091","2875","2014.08","3","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 03*",264,0.172,0.204 
"42091","2880","2104.00","2","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 02*",169,0.11,0.15 
"42091","2880","2104.00","3","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 02*",936,0.61,1 
"42091","2880","2104.00","4","Montgomery PA","SPRINGFIELD TWP VTD 04 ED 02*",429,0.28,0.429 
"42091","2890","2105.00","1","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 01*",1029,0.585,1 
"42091","2890","2105.00","2","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 01*",413,0.235,0.599 
"42091","2890","2105.00","4","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 01*",316,0.18,0.279 
"42091","2895","2014.04","2","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 03*",481,0.41,0.198 
"42091","2895","2014.09","1","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 03*",301,0.257,0.108 
"42091","2895","2014.10","1","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 03*",390,0.333,0.155 
"42091","2900","2105.00","2","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 02*",276,0.381,0.401 
"42091","2900","2105.00","3","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 02*",226,0.312,0.162 
"42091","2900","2105.00","4","Montgomery PA","SPRINGFIELD TWP VTD 05 ED 02*",223,0.308,0.197 
"42091","2910","2101.00","2","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 01*",119,0.103,0.171 
"42091","2910","2103.00","1","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 01*",1035,0.897,0.844 
"42091","2920","2101.00","2","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 02*",162,0.13,0.233 
"42091","2920","2101.00","3","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 02*",889,0.715,0.951 
"42091","2920","2103.00","1","Montgomery PA","SPRINGFIELD TWP VTD 06 ED 02*",192,0.154,0.156 
"42091","2930","2102.00","3","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 01*",533,0.656,0.586 
"42091","2930","2104.00","1","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 01*",280,0.344,0.182 
"42091","2940","2102.00","1","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 02*",708,0.538,1 
"42091","2940","2102.00","2","Montgomery PA","SPRINGFIELD TWP VTD 07 ED 02*",607,0.462,0.519 
"42091","2950","2073.00","1","Montgomery PA","TELFORD Voting District*",753,0.283,1 
"42091","2950","2073.00","2","Montgomery PA","TELFORD Voting District*",1065,0.4,1 
"42091","2950","2073.00","3","Montgomery PA","TELFORD Voting District*",847,0.318,1 
"42091","2953","2010.03","3","Montgomery PA","UPPER GWYNEDD TWP VTD 06",192,0.072,0.071 
"42091","2953","2010.04","1","Montgomery PA","UPPER GWYNEDD TWP VTD 06",1508,0.568,0.578 
"42091","2953","2010.04","2","Montgomery PA","UPPER GWYNEDD TWP VTD 06",448,0.169,0.191 
"42091","2953","2010.05","1","Montgomery PA","UPPER GWYNEDD TWP VTD 06",508,0.191,0.229 
"42091","2956","2010.05","2","Montgomery PA","UPPER GWYNEDD TWP VTD 07*",1233,0.465,1 
"42091","2956","2010.06","1","Montgomery PA","UPPER GWYNEDD TWP VTD 07*",1418,0.535,0.638 
"42091","2960","2069.01","1","Montgomery PA","TOWAMENCIN TWP VTD 01*",875,0.344,1 
"42091","2960","2069.01","2","Montgomery PA","TOWAMENCIN TWP VTD 01*",1349,0.531,0.935 
"42091","2960","2069.01","3","Montgomery PA","TOWAMENCIN TWP VTD 01*",316,0.124,0.149 
"42091","2970","2069.01","3","Montgomery PA","TOWAMENCIN TWP VTD 01 ED 02*",1292,0.816,0.609 
"42091","2970","2069.06","2","Montgomery PA","TOWAMENCIN TWP VTD 01 ED 02*",292,0.184,0.191 
"42091","2980","2069.01","3","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",512,0.266,0.242 
"42091","2980","2069.04","1","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",156,0.081,0.091 
"42091","2980","2069.04","2","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",716,0.372,0.366 
"42091","2980","2069.05","1","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",429,0.223,0.198 
"42091","2980","2069.06","1","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 01*",110,0.057,0.077 
"42091","2990","2069.06","1","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 02*",639,0.341,0.448 
"42091","2990","2069.06","2","Montgomery PA","TOWAMENCIN TWP VTD 02 ED 02*",1235,0.659,0.809 
"42091","3000","2069.05","1","Montgomery PA","TOWAMENCIN TWP DIST 02 PCT 03*",544,0.303,0.251 
"42091","3000","2069.05","2","Montgomery PA","TOWAMENCIN TWP DIST 02 PCT 03*",577,0.321,0.221 
"42091","3000","2069.06","1","Montgomery PA","TOWAMENCIN TWP DIST 02 PCT 03*",677,0.377,0.475 
"42091","3010","2069.04","3","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 01*",1231,0.508,0.708 
"42091","3010","2069.05","1","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 01*",1194,0.492,0.551 
"42091","3011","2069.05","2","Montgomery PA","420913011",2036,1,0.779 
"42091","3012","2069.01","2","Montgomery PA","420913012",94,0.052,0.065 
"42091","3012","2069.04","1","Montgomery PA","420913012",1212,0.668,0.708 
"42091","3012","2069.04","3","Montgomery PA","420913012",508,0.28,0.292 
"42091","3020","2069.04","1","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 02*",345,0.218,0.201 
"42091","3020","2069.04","2","Montgomery PA","TOWAMENCIN TWP VTD 03 ED 02*",1239,0.782,0.634 
"42091","3030","2064.00","1","Montgomery PA","TRAPPE Voting District*",1644,0.469,1 
"42091","3030","2064.00","2","Montgomery PA","TRAPPE Voting District*",1865,0.531,1 
"42091","3040","2014.11","1","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 01*",178,0.157,0.176 
"42091","3040","2014.11","2","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 01*",957,0.843,0.62 
"42091","3050","2014.10","1","Montgomery PA","UPPER DUBLIN TWP VTD 01 ED 02*",1250,1,0.496 
"42091","3060","2014.04","1","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",156,0.128,0.179 
"42091","3060","2014.04","2","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",196,0.161,0.081 
"42091","3060","2014.10","1","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",250,0.205,0.099 
"42091","3060","2014.11","1","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",32,0.026,0.032 
"42091","3060","2014.11","2","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 01",586,0.48,0.38 
"42091","3070","2014.04","1","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 02*",581,0.607,0.667 
"42091","3070","2014.04","2","Montgomery PA","UPPER DUBLIN TWP VTD 02 ED 02*",376,0.393,0.154 
"42091","3080","2014.06","1","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 01",486,0.185,0.256 
"42091","3080","2014.06","2","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 01",304,0.116,0.118 
"42091","3080","2014.08","2","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 01",846,0.323,0.778 
"42091","3080","2014.08","3","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 01",987,0.376,0.764 
"42091","3090","2014.06","1","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 02",1411,0.962,0.744 
"42091","3090","2014.06","2","Montgomery PA","UPPER DUBLIN TWP VTD 03 ED 02",56,0.038,0.022 
"42091","3100","2014.04","3","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 01",6,0.006,0.004 
"42091","3100","2014.06","2","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 01",639,0.686,0.247 
"42091","3100","2014.07","2","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 01",287,0.308,0.399 
"42091","3110","2014.07","2","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 02*",432,0.271,0.601 
"42091","3110","2014.07","3","Montgomery PA","UPPER DUBLIN TWP VTD 04 ED 02*",1161,0.729,0.995 
"42091","3120","2014.04","3","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 01",433,0.427,0.263 
"42091","3120","2014.06","2","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 01",533,0.526,0.206 
"42091","3120","2014.07","3","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 01",6,0.006,0.005 
"42091","3120","2014.08","3","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 01",41,0.04,0.032 
"42091","3130","2014.06","2","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 02",1053,0.526,0.407 
"42091","3130","2014.07","1","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 02",708,0.353,1 
"42091","3130","2014.08","2","Montgomery PA","UPPER DUBLIN TWP VTD 05 ED 02",242,0.121,0.222 
"42091","3140","2014.08","1","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 01*",690,1,0.351 
"42091","3150","2014.09","2","Montgomery PA","UPPER DUBLIN TWP VTD 06 ED 02*",1341,1,1 
"42091","3160","2014.09","1","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 01*",1054,1,0.379 
"42091","3170","2014.09","1","Montgomery PA","UPPER DUBLIN TWP VTD 07 ED 02*",1320,1,0.475 
"42091","3180","2084.00","1","Montgomery PA","UPPER FREDERICK TWP Voting District*",1204,0.342,1 
"42091","3180","2084.00","2","Montgomery PA","UPPER FREDERICK TWP Voting District*",2319,0.658,1 
"42091","3193","2010.03","2","Montgomery PA","UPPER GWYNEDD TWP VTD 01*",554,0.407,0.364 
"42091","3193","2010.06","1","Montgomery PA","UPPER GWYNEDD TWP VTD 01*",806,0.593,0.362 
"42091","3200","2010.03","1","Montgomery PA","UPPER GWYNEDD TWP VTD 02*",167,0.109,0.242 
"42091","3200","2010.03","2","Montgomery PA","UPPER GWYNEDD TWP VTD 02*",969,0.633,0.636 
"42091","3200","2010.03","3","Montgomery PA","UPPER GWYNEDD TWP VTD 02*",394,0.258,0.146 
"42091","3210","2010.03","1","Montgomery PA","UPPER GWYNEDD TWP VTD 03*",523,0.198,0.758 
"42091","3210","2010.03","3","Montgomery PA","UPPER GWYNEDD TWP VTD 03*",2119,0.802,0.783 
"42091","3223","2010.04","1","Montgomery PA","UPPER GWYNEDD TWP VTD 04",1103,0.343,0.422 
"42091","3223","2010.04","2","Montgomery PA","UPPER GWYNEDD TWP VTD 04",1897,0.59,0.809 
"42091","3223","2010.05","1","Montgomery PA","UPPER GWYNEDD TWP VTD 04",217,0.067,0.098 
"42091","3233","2010.05","1","Montgomery PA","UPPER GWYNEDD TWP VTD 05*",1496,1,0.674 
"42091","3240","2078.00","1","Montgomery PA","UPPER HANOVER TWP VTD 01",2561,0.783,0.913 
"42091","3240","2078.00","2","Montgomery PA","UPPER HANOVER TWP VTD 01",98,0.03,0.039 
"42091","3240","2078.00","3","Montgomery PA","UPPER HANOVER TWP VTD 01",613,0.187,0.547 
"42091","3250","2078.00","2","Montgomery PA","UPPER HANOVER TWP VTD 02",964,0.655,0.38 
"42091","3250","2078.00","3","Montgomery PA","UPPER HANOVER TWP VTD 02",507,0.345,0.453 
"42091","3260","2078.00","1","Montgomery PA","UPPER HANOVER TWP VTD 03",243,0.141,0.087 
"42091","3260","2078.00","2","Montgomery PA","UPPER HANOVER TWP VTD 03",1478,0.859,0.582 
"42091","3270","2058.09","2","Montgomery PA","UPPER MERION TWP VTD BELMONT ED 01*",796,0.695,1 
